#OTU ID	CZ.MB64.S64.L001.R1	CZ.MB6.S6.L001.R1	CZ.MB71.S71.L001.R1	CZ.MB132.S132.L001.R1	CZ.MB115.S115.L001.R1	CZ.MB22.S22.L001.R1	CZ.MB41.S41.L001.R1	CZ.MB43.S43.L001.R1	CZ.MB120.S120.L001.R1	CZ.MB96.S96.L001.R1	CZ.MB128.S128.L001.R1	CZ.MB54.S54.L001.R1	CZ.MB107.S107.L001.R1	CZ.MB57.S57.L001.R1	CZ.MB29.S29.L001.R1	CZ.MB93.S93.L001.R1	CZ.MB4.S4.L001.R1	CZ.MB34.S34.L001.R1	CZ.MB116.S116.L001.R1	CZ.MB124.S124.L001.R1	CZ.MB26.S26.L001.R1	CZ.MB123.S123.L001.R1	CZ.MB136.S136.L001.R1	CZ.MB39.S39.L001.R1	CZ.MB55.S55.L001.R1	CZ.MB45.S45.L001.R1	CZ.MB89.S89.L001.R1	CZ.MB135.S135.L001.R1	CZ.MB72.S72.L001.R1	CZ.MB80.S80.L001.R1	CZ.MB127.S127.L001.R1	CZ.MB68.S68.L001.R1	CZ.MB84.S84.L001.R1	CZ.MB70.S70.L001.R1	CZ.MB90.S90.L001.R1	CZ.MB103.S103.L001.R1	CZ.MB105.S105.L001.R1	CZ.MB108.S108.L001.R1	CZ.MB94.S94.L001.R1	CZ.MB106.S106.L001.R1	CZ.MB112.S112.L001.R1	CZ.MB73.S73.L001.R1	CZ.MB51.S51.L001.R1	CZ.MB98.S98.L001.R1	CZ.MB77.S77.L001.R1	CZ.MB53.S53.L001.R1	CZ.MB91.S91.L001.R1	CZ.MB24.S24.L001.R1	CZ.MB56.S56.L001.R1	CZ.MB87.S87.L001.R1	CZ.MB20.S20.L001.R1	CZ.MB61.S61.L001.R1	CZ.MB113.S113.L001.R1	CZ.MB104.S104.L001.R1	CZ.MB110.S110.L001.R1	CZ.MB109.S109.L001.R1	CZ.MB5.S5.L001.R1	CZ.MB85.S85.L001.R1	CZ.MB1.S1.L001.R1	CZ.MB97.S97.L001.R1	CZ.MB44.S44.L001.R1	CZ.MB100.S100.L001.R1	CZ.MB119.S119.L001.R1	CZ.MB82.S82.L001.R1	CZ.MB17.S17.L001.R1	CZ.MB122.S122.L001.R1	CZ.MB28.S28.L001.R1	CZ.MB88.S88.L001.R1	CZ.MB19.S19.L001.R1	CZ.MB81.S81.L001.R1	CZ.MB83.S83.L001.R1	CZ.MB25.S25.L001.R1	CZ.MB133.S133.L001.R1	CZ.MB121.S121.L001.R1	CZ.MB99.S99.L001.R1	CZ.MB42.S42.L001.R1	CZ.MB69.S69.L001.R1	CZ.MB86.S86.L001.R1	CZ.MB31.S31.L001.R1	CZ.MB30.S30.L001.R1	CZ.MB47.S47.L001.R1	CZ.MB7.S7.L001.R1	CZ.MB134.S134.L001.R1	CZ.MB8.S8.L001.R1	CZ.MB27.S27.L001.R1	CZ.MB32.S32.L001.R1	CZ.MB2.S2.L001.R1	CZ.MB67.S67.L001.R1	CZ.MB52.S52.L001.R1	CZ.MB9.S9.L001.R1	CZ.MB102.S102.L001.R1	CZ.MB60.S60.L001.R1	CZ.MB16.S16.L001.R1	CZ.MB63.S63.L001.R1	CZ.MB92.S92.L001.R1	CZ.MB50.S50.L001.R1	CZ.MB79.S79.L001.R1	CZ.MB48.S48.L001.R1	CZ.MB21.S21.L001.R1	CZ.MB62.S62.L001.R1	CZ.MB36.S36.L001.R1	CZ.MB111.S111.L001.R1	CZ.MB58.S58.L001.R1	CZ.MB114.S114.L001.R1	CZ.MB3.S3.L001.R1	CZ.MB118.S118.L001.R1	CZ.MB126.S126.L001.R1	CZ.MB65.S65.L001.R1	CZ.MB117.S117.L001.R1	CZ.MB38.S38.L001.R1	CZ.MB78.S78.L001.R1	CZ.MB12.S12.L001.R1	CZ.MB37.S37.L001.R1	CZ.MB10.S10.L001.R1	CZ.MB33.S33.L001.R1	CZ.MB13.S13.L001.R1	CZ.MB95.S95.L001.R1	CZ.MB11.S11.L001.R1	CZ.MB40.S40.L001.R1	CZ.MB59.S59.L001.R1	CZ.MB66.S66.L001.R1	CZ.MB35.S35.L001.R1	CZ.MB14.S14.L001.R1	CZ.MB18.S18.L001.R1	CZ.MB130.S130.L001.R1	CZ.MB129.S129.L001.R1	CZ.MB76.S76.L001.R1	CZ.MB125.S125.L001.R1	CZ.MB101.S101.L001.R1	CZ.MB23.S23.L001.R1	CZ.MB75.S75.L001.R1	CZ.MB49.S49.L001.R1	CZ.MB131.S131.L001.R1	CZ.MB46.S46.L001.R1
NR_043052.1 Helicobacter canis strain ATCC 51401 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	16	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
NR_043105.1 Lactobacillus concavus strain AS 1.5017 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043442.2 Bifidobacterium pseudolongum strain PNC-2-9G 16S ribosomal RNA gene, partial sequence	0	0	22	0	0	23	0	0	0	0	20	0	1	0	0	0	0	0	0	72	0	18	10	0	0	37	0	19	19	0	66	0	1	0	0	1	1	0	0	0	0	47	0	26	44	0	0	15	0	0	7	0	0	1	0	0	0	0	0	1	6	21	0	0	0	0	0	2	0	0	0	0	0	1	37	0	0	1	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	36	0	0	0	1	0	0	0	24	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	1	11	28	0	50	0	24	28	0	0	31
NR_043291.1 Pediococcus ethanolidurans strain Z-9 16S ribosomal RNA gene, partial sequence	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	8	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	36	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	48	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	61	0	23	7	0	0	0	0	0	1	0	25	0	0	0	34	0	0	0	0	0	0	1	0	0	0	0	0	0
NR_043231.1 Dialister propionicifaciens strain ADV 1053.03 16S ribosomal RNA gene, partial sequence	32	59	21	463	0	0	191	0	104	0	5	61	6	0	95	0	45	1	25	4	201	30	51	0	331	1	0	2	0	211	10	134	537	0	0	4	14	304	12	101	0	0	30	407	26	45	0	0	155	7	26	0	0	59	8	0	0	95	251	0	0	21	57	318	11	0	42	1	2	23	9	1	34	0	7	0	0	136	129	0	15	145	11	0	34	128	51	50	175	55	85	0	0	1	0	125	0	5	1	0	0	0	1	0	70	0	0	0	9	0	115	1	0	2	0	2	1	4	0	1	0	0	0	0	22	32	10	0	0	1	134	0	0	0
NR_043173.1 Streptococcus massiliensis strain 4401825 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	3	1	11	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	19	0	0	0	1	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	41	0	113	93	0	0	0	0	0	0	0	15	0	36	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_043551.1 Lactonifactor longoviformis strain ED-Mt61/PYG-s6 16S ribosomal RNA gene, partial sequence	5	2	23	16	16	3	3	5	0	20	4	2	8	5	5	14	5	15	1	3	7	41	4	21	25	33	13	10	5	36	10	6	11	13	13	1	4	11	3	8	48	14	4	8	2	0	15	1	69	2	21	15	11	10	6	7	0	35	7	6	7	6	0	4	0	2	7	4	8	2	0	0	1	16	16	13	7	1	24	8	4	34	6	4	6	12	1	0	3	9	4	11	3	27	4	0	2	2	3	30	5	10	43	7	6	0	3	2	24	11	17	3	2	2	8	0	0	7	5	5	1	7	2	12	4	7	7	4	1	1	0	1	4	0
NR_043527.1 Sporosarcina soli strain I80 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043550.1 [Clostridium] saccharogumia strain SDG-Mt85-3Db 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	2	1	0	4	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	1	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	3	3	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1	0	0	0	2	0	0	0
NR_043681.1 [Clostridium] citroniae strain RMA 16102 16S ribosomal RNA gene, partial sequence	3	0	1	0	1	0	9	10	1	9	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	12	0	0	0	0	1	0	1	0	0	0	6	0	4	0	0	0	0	46	12	3	0	2	0	0	0	3	0	0	3	0	3	1	0	2	16	0	0	0	0	2	0	27	6	0	0	0	4	0	0	0	0	0	0	4	0	0	0	13	2	2	1	0	0	0	0	2	2	2	3	2	0	0	0	1	1	4	13	6	1	0	0	0	1	0	0	1	0	0	1	7	6	0	1	0	1	0	0	0	2	0
NR_043680.1 [Clostridium] aldenense strain RMA 9741 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	5	0	4	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	1	3	0	0	0	0	1	0	9	0	0	0	0	0	1	2	0	8	0	4	0	2	0	0	0	2	0	0	0	2	0	0	1	0	1	10	0	0	0	6	0	3	0	0	0	1	0	0	0	0	2	0	19	1	4	1	0	0	0	8	0	0	8	0	0	4	3	0	0	1	2	0	0	0	0	0	2	1	2	0	0	0	0	2	0	1	0	0	2	3	0	0	0	0	0	0	0	2	0	0
NR_043720.1 Paenisporosarcina quisquiliarum strain SK 55 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044490.1 Butyricicoccus pullicaecorum strain 25-3 16S ribosomal RNA gene, partial sequence	47	140	0	406	2041	0	144	942	72	2068	0	4	15	1	141	2458	116	230	52	2	110	1	0	1019	1798	4	1485	1	1	159	0	203	2498	8851	1662	31	49	1378	101	223	5092	0	692	1	924	9	1801	0	1825	6	1	8933	2857	1321	4	6	3	92	555	1537	1	1	114	351	156	2734	1006	11	3516	66	23	0	41	3252	1	1585	2646	123	1818	140	232	249	153	30	128	768	20	79	1100	179	209	3044	149	3540	726	19	3	82	2	3851	220	808	15	2018	677	15	2	133	84	752	432	902	520	217	19	405	54	601	60	1476	53	409	202	2290	57	3	485	4	1	0	0	0	0	2
NR_044289.1 [Clostridium] lavalense strain CCRI-9842 16S ribosomal RNA gene, partial sequence	35	582	66	216	465	8	28	1020	9	8812	9	333	2504	344	740	427	501	32	27	5	1248	101	25	310	1302	37	132	114	11	1363	16	143	3451	3190	49	295	1141	1101	15	560	268	10	311	39	7	764	1142	2	2095	968	97	582	645	227	42	1998	234	3034	541	2959	26	52	11	466	19	436	223	1147	718	58	877	143	193	2259	28	1150	2250	305	1199	2575	30	719	103	131	1978	1350	97	17	218	87	231	201	27	1074	227	150	3649	5	3	836	919	166	52	180	306	12	15	43	65	1022	13	392	449	75	141	107	35	164	85	94	12	91	81	2125	4	7	48	3	602	16	4	214	235	1
NR_044049.1 Coprococcus eutactus strain ATCC 27759 16S ribosomal RNA gene, partial sequence	0	6	11	433	172	1	8	674	0	3	27	5	9	169	4	28	0	26	0	1	48	6	5	124	90	4	147	1	0	92	1	2	97	1979	206	14	15	40	0	186	117	184	2	0	0	8	551	0	89	157	43	10	45	7	24	111	0	13	29	348	0	19	0	52	2	1230	15	8	90	0	0	1	12	2	11	4	2	8	190	27	1	661	20	7	48	218	0	1	3	300	6	97	0	232	2192	3	0	1	2	30	1353	145	14	17	17	0	0	0	1	169	2	89	52	4852	91	817	2	1736	1	8	0	139	2083	14	0	0	495	12	0	2	0	0	0	0
NR_044048.1 Coprococcus comes strain ATCC 27758 16S ribosomal RNA gene, partial sequence	53	10	2240	334	606	446	105	23	35	24	228	51	18	151	4	332	26	394	37	248	15	2438	297	340	74	3437	617	1244	358	422	885	89	443	11	442	8	11	20	72	318	757	1923	11	688	460	14	376	240	51	77	1095	380	290	11	299	77	0	27	65	3	1310	397	48	49	58	2	3	519	23	4	4	14	6	31	1577	45	13	17	30	155	319	21	569	35	3	38	12	30	19	562	37	307	54	453	146	6	205	229	428	680	30	212	403	473	11	15	379	56	62	385	1068	39	73	56	108	107	83	132	35	434	20	255	35	11	423	321	239	496	59	97	259	36	100	197
NR_044039.1 Comamonas composti strain YY287 16S ribosomal RNA gene, partial sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044022.2 Howardella ureilytica strain GPC 589 16S ribosomal RNA gene, complete sequence	0	0	6	0	8	16	0	0	0	0	19	0	0	2	0	21	0	0	0	44	0	24	19	43	0	53	1	49	17	0	4	16	0	0	31	0	1	0	0	0	25	16	0	16	18	0	38	0	0	17	18	9	2	0	0	61	0	0	0	0	3	13	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	12	0	0	10	0	0	0	0	0	0	0	15	4	16	10	0	17	10	29	5	10	3	0	0	0	0	27	1	0	6	16	10	14	5	0	8	4	11	0	0	0	34	9	0	6	3	8	19	6	15	4	3	0	0
NR_044008.1 Syntrophomonas zehnderi strain OL-4 16S ribosomal RNA gene, partial sequence	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043775.1 Moryella indoligenes strain AIP 220.04 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_043881.1 Micrococcus flavus strain LW4 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_044111.1 Selenomonas bovis strain WG 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	6	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	6	5	0	0	0
NR_044265.1 Ruminococcus gauvreauii strain CCRI-16110 16S ribosomal RNA gene, partial sequence	2	0	3	1	1	0	1	108	0	74	1	0	0	0	0	2	0	3	1	2	0	10	0	1	1	2	1	1	0	1	4	0	1	68	4	0	0	0	0	2	11	1	1	1	0	0	25	1	0	1	3	28	3	0	0	1	0	0	0	67	0	0	0	1	1	11	0	0	84	0	0	0	0	60	2	130	12	0	0	0	2	0	1	0	0	0	0	2	0	0	0	3	3	1	2	0	0	0	0	5	0	0	2	6	0	0	0	0	7	4	2	6	8	2	0	0	1	1	0	3	0	4	0	43	1	0	0	0	0	0	0	0	0	0
NR_044153.1 Veillonella denticariosi strain RBV106 16S ribosomal RNA gene, partial sequence	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NR_044241.1 Pseudacidovorax intermedius strain CC-21 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044473.1 Megamonas rupellensis strain FM1025 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	6	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	2	3	0	0	0
NR_044386.1 Clostridium amylolyticum strain SW408 16S ribosomal RNA gene, complete sequence	0	0	0	1	0	0	0	0	0	3	0	1	6	0	1	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	1	0	4	3	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	345	3	0	1	0	0	0	0	0	0	0	0	1	0	2	36	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NR_044322.1 Aquabacterium fontiphilum strain CS-6 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_044425.1 Hydrogenoanaerobacterium saccharovorans strain SW512 16S ribosomal RNA gene, partial sequence	0	5	0	0	2	0	0	0	0	0	0	2	1	0	1	3	3	0	0	0	0	0	0	2	6	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	3	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0	1	1	0	2	0	0	3	0	0	0	0	5	0	1	0	0	0	0	0	4	1	1	3	1	0	0	0	1	0	0	0	2	3	0	0	0	0	0	1	0	0	0	2	0
NR_044413.1 Alicyclobacillus ferrooxydans strain TC-34 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NR_044400.1 Veillonella magna strain lac18 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_074436.1 Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA gene, complete sequence	1	1	2	12	0	0	0	312	0	4136	2	322	28	0	1	3	4	0	0	0	4	2	0	13	151	1	1	3	1	0	1	2	36	2242	1	4	7	6173	0	41	2	1	1	1	1	1	1	0	282	1	2	1	0	0	2	1	2	4	0	12818	1	0	1	1	0	3544	0	0	127	0	1	19	16142	3154	1	7669	6149	3353	174	4	68	45	0	0	1	586	1	0	2	2	0	1	0	9	1	1	158	1	0	1	1	2	0	0	0	2	3	0	1	3	0	0	0	1	1	0	2	0	0	0	0	2	0	401	0	0	0	1	51	0	2	301	505	0
NR_044731.2 [Eubacterium] biforme strain DSM 3989 16S ribosomal RNA gene, complete sequence	269	48	118	5016	139	490	203	11	423	14	89	412	340	33	33	53	78	91	363	1140	267	794	98	21	344	878	19	1265	127	1933	653	102	1627	264	49	340	326	1140	855	4370	531	3871	47	213	1386	102	39	46	133	46	242	1391	649	563	245	416	55	127	232	18	178	379	283	119	79	25	105	342	95	32	361	0	167	7	859	1	0	276	158	421	1103	54	63	6	79	83	62	145	94	687	447	301	279	217	32	315	1	2423	535	430	7	160	1216	601	22	53	156	1	46	78	1854	3	5	1	21	40	103	40	10	254	84	22	4	10	2049	162	339	767	3	44	88	1	0	37
NR_044644.2 Eubacterium desmolans strain ATCC 43058 16S ribosomal RNA gene, complete sequence	0	29	327	1184	26	66	1	3	1	7	18	49	6	180	9	53	7	605	1	129	5	498	92	16	97	166	20	350	61	202	43	2	675	50	48	2	2	118	2	1308	42	261	12	16	8	1	2	6	108	79	261	1	1	19	79	187	0	50	23	6	149	106	2	22	0	4	8	782	3	4	0	0	26	20	144	3	13	348	83	154	1	94	152	26	6	128	4	0	18	467	10	8	0	13	34	2	1	4	205	39	6	8	899	5	16	0	27	2	1	27	26	0	0	11	209	5	6	4	1	10	1	24	1	7	12	11	157	76	0	6	28	0	0	16
NR_044616.1 Synergistes jonesii strain 78-1 16S ribosomal RNA gene, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044491.1 Porphyromonas bennonis strain WAL 1926C 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
