#OTU ID	CZ.MB64.S64.L001.R1	CZ.MB6.S6.L001.R1	CZ.MB71.S71.L001.R1	CZ.MB132.S132.L001.R1	CZ.MB115.S115.L001.R1	CZ.MB22.S22.L001.R1	CZ.MB41.S41.L001.R1	CZ.MB43.S43.L001.R1	CZ.MB120.S120.L001.R1	CZ.MB96.S96.L001.R1	CZ.MB128.S128.L001.R1	CZ.MB54.S54.L001.R1	CZ.MB107.S107.L001.R1	CZ.MB57.S57.L001.R1	CZ.MB29.S29.L001.R1	CZ.MB93.S93.L001.R1	CZ.MB4.S4.L001.R1	CZ.MB34.S34.L001.R1	CZ.MB116.S116.L001.R1	CZ.MB124.S124.L001.R1	CZ.MB26.S26.L001.R1	CZ.MB123.S123.L001.R1	CZ.MB136.S136.L001.R1	CZ.MB39.S39.L001.R1	CZ.MB55.S55.L001.R1	CZ.MB45.S45.L001.R1	CZ.MB89.S89.L001.R1	CZ.MB135.S135.L001.R1	CZ.MB72.S72.L001.R1	CZ.MB80.S80.L001.R1	CZ.MB127.S127.L001.R1	CZ.MB68.S68.L001.R1	CZ.MB84.S84.L001.R1	CZ.MB70.S70.L001.R1	CZ.MB90.S90.L001.R1	CZ.MB103.S103.L001.R1	CZ.MB105.S105.L001.R1	CZ.MB108.S108.L001.R1	CZ.MB94.S94.L001.R1	CZ.MB106.S106.L001.R1	CZ.MB112.S112.L001.R1	CZ.MB73.S73.L001.R1	CZ.MB51.S51.L001.R1	CZ.MB98.S98.L001.R1	CZ.MB77.S77.L001.R1	CZ.MB53.S53.L001.R1	SZ.SC5.S141.L001.R1	CZ.MB91.S91.L001.R1	CZ.MB24.S24.L001.R1	CZ.MB56.S56.L001.R1	CZ.MB87.S87.L001.R1	CZ.MB20.S20.L001.R1	CZ.MB61.S61.L001.R1	CZ.MB113.S113.L001.R1	SZ.SC6.S142.L001.R1	CZ.MB104.S104.L001.R1	CZ.MB110.S110.L001.R1	CZ.MB109.S109.L001.R1	CZ.MB5.S5.L001.R1	CZ.MB85.S85.L001.R1	CZ.MB1.S1.L001.R1	CZ.MB97.S97.L001.R1	CZ.MB44.S44.L001.R1	CZ.MB100.S100.L001.R1	CZ.MB119.S119.L001.R1	SZ.SC4.S140.L001.R1	SZ.SC3.S139.L001.R1	CZ.MB82.S82.L001.R1	CZ.MB17.S17.L001.R1	CZ.MB122.S122.L001.R1	SZ.SC7.S143.L001.R1	CZ.MB28.S28.L001.R1	CZ.MB88.S88.L001.R1	CZ.MB19.S19.L001.R1	CZ.MB81.S81.L001.R1	CZ.MB83.S83.L001.R1	CZ.MB25.S25.L001.R1	CZ.MB133.S133.L001.R1	CZ.MB121.S121.L001.R1	CZ.MB99.S99.L001.R1	CZ.MB42.S42.L001.R1	CZ.MB69.S69.L001.R1	CZ.MB86.S86.L001.R1	CZ.MB31.S31.L001.R1	CZ.MB30.S30.L001.R1	CZ.MB47.S47.L001.R1	CZ.MB7.S7.L001.R1	CZ.MB134.S134.L001.R1	CZ.MB8.S8.L001.R1	CZ.MB27.S27.L001.R1	CZ.MB32.S32.L001.R1	CZ.MB2.S2.L001.R1	CZ.MB67.S67.L001.R1	CZ.MB52.S52.L001.R1	CZ.MB9.S9.L001.R1	CZ.MB102.S102.L001.R1	CZ.MB60.S60.L001.R1	CZ.MB16.S16.L001.R1	CZ.MB63.S63.L001.R1	CZ.MB92.S92.L001.R1	CZ.MB50.S50.L001.R1	CZ.MB79.S79.L001.R1	CZ.MB48.S48.L001.R1	CZ.MB21.S21.L001.R1	CZ.MB62.S62.L001.R1	CZ.MB36.S36.L001.R1	CZ.MB111.S111.L001.R1	CZ.MB58.S58.L001.R1	CZ.MB114.S114.L001.R1	CZ.MB3.S3.L001.R1	CZ.MB118.S118.L001.R1	CZ.MB126.S126.L001.R1	CZ.MB65.S65.L001.R1	CZ.MB117.S117.L001.R1	CZ.MB38.S38.L001.R1	CZ.MB78.S78.L001.R1	CZ.MB12.S12.L001.R1	CZ.MB37.S37.L001.R1	CZ.MB10.S10.L001.R1	CZ.MB33.S33.L001.R1	CZ.MB13.S13.L001.R1	CZ.MB95.S95.L001.R1	CZ.MB11.S11.L001.R1	CZ.MB40.S40.L001.R1	CZ.MB59.S59.L001.R1	CZ.MB66.S66.L001.R1	CZ.MB35.S35.L001.R1	CZ.MB14.S14.L001.R1	CZ.MB18.S18.L001.R1	CZ.MB130.S130.L001.R1	CZ.MB129.S129.L001.R1	CZ.MB76.S76.L001.R1	CZ.MB125.S125.L001.R1	CZ.MB101.S101.L001.R1	CZ.MB23.S23.L001.R1	CZ.MB75.S75.L001.R1	CZ.MB49.S49.L001.R1	CZ.MB131.S131.L001.R1	SZ.SC1.S137.L001.R1	CZ.MB46.S46.L001.R1	SZ.SC2.S138.L001.R1	CZ.MB15.S15.L001.R1
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae;g__Nocardiopsis;s__Nocardiopsis_salina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_scabrisporus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	1	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_rimae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_parvulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	2	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	11	0	19	20	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter	0	1	0	5	0	0	0	0	0	4	0	9	8	0	1	0	1	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	2	1	0	0	4	28	0	6	2	0	0	0	2	3	5	0	0	18	0	0	0	1	0	1	1	0	0	8	0	0	0	0	0	2	2	0	0	0	0	0	10	0	0	7	0	1	5	0	3	7	7	35	1	0	0	1	0	0	3	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	4	0	1	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0	0	7	44	3	31	1	0	0	2	69	1	0	1	0	1	0	0	0	102	1	3	30	1	5	9	0	30	28	0	43	0	11	2	2	0	0	22	0	20	15	14	0	2	5	1	0	0	11	1	2	10	3	1	0	0	39	2	0	0	0	0	11	28	0	0	0	0	0	2	0	0	2	4	0	1	0	0	0	21	0	1	0	4	0	5	0	0	0	0	1	0	0	0	4	0	7	0	1	1	1	0	14	95	2	1	2	3	3	0	0	91	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	15	19	1	199	0	7	26	0	0	0	87	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_profusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	33	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_uli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_scatoligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_uli;t__Olsenella_uli_DSM_7084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia;s__Senegalimassilia_anaerobia	0	0	0	11	0	1	0	0	0	0	0	0	1	4	0	0	1	1	0	1	0	0	0	0	12	0	0	2	0	0	0	0	5	0	0	1	5	49	0	5	0	0	0	1	0	9	0	0	0	8	6	1	0	0	0	0	11	5	3	1	0	0	2	1	0	0	0	0	0	0	0	0	14	0	0	4	0	1	0	0	0	0	4	30	2	1	0	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia	0	0	0	10	0	0	0	0	0	0	2	1	1	2	2	0	3	2	0	5	0	0	1	0	27	1	0	0	0	0	0	0	5	1	1	0	10	56	0	12	2	2	0	0	3	5	0	0	0	11	4	1	0	0	0	0	4	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	12	1	0	5	0	0	0	0	0	0	1	46	2	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	5	4	0	2	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens	3	0	45	86	4	9	0	0	0	0	21	0	0	8	0	8	0	11	1	109	3	15	8	3	28	12	6	19	15	5	54	0	118	0	8	9	0	100	3	91	19	28	1	14	18	5	0	1	25	10	5	44	17	4	0	3	237	12	0	0	1	0	2	37	0	0	0	0	0	0	0	1	18	0	0	1	0	11	0	36	0	1	7	31	3	16	0	7	0	3	4	0	0	0	60	3	18	2	7	1	0	0	65	187	17	2	2	26	9	0	1	30	0	0	5	52	1	2	0	7	0	0	0	0	1	0	2	0	1	55	53	0	95	0	6	21	0	0	0	38	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Parvibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_tanakaei;t__Collinsella_tanakaei_YIT_12063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	6	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_tanakaei	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coriobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma_massiliensis;t__Enorma_massiliensis_phI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Parvibacter;s__Parvibacter_caecicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus	10	2	3	29	41	4	0	3	6	8	2	11	26	10	20	16	12	1	10	10	41	10	0	6	128	4	7	5	3	5	9	12	31	39	9	31	44	89	10	16	29	1	0	1	5	45	0	3	1	34	3	12	16	3	0	37	67	5	15	6	8	5	5	5	11	0	0	1	3	29	0	6	19	63	0	47	0	12	33	2	7	5	2	66	10	11	4	0	0	4	16	6	5	2	8	2	9	2	21	9	13	0	1	4	11	2	5	9	23	1	5	2	5	6	7	1	4	2	2	0	2	3	1	2	3	3	3	1	49	5	2	2	12	0	1	0	0	0	1	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia;s__Senegalimassilia_anaerobia;t__Senegalimassilia_anaerobia_JC110	0	2	3	39	0	4	0	0	0	0	1	9	10	10	11	0	3	7	0	8	0	4	4	0	114	0	0	2	1	0	3	0	41	0	1	1	34	177	0	34	0	0	0	0	14	18	0	0	0	50	14	0	2	0	0	0	20	13	4	5	0	0	3	3	0	0	0	0	0	0	0	0	33	0	0	25	0	10	0	4	0	0	7	98	3	0	0	3	4	0	16	0	0	0	5	0	0	0	0	0	1	0	1	8	0	0	0	11	0	0	0	0	0	0	0	19	0	0	0	6	0	0	0	0	0	0	0	0	0	4	2	1	6	0	3	0	0	0	0	1	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	1	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus_muris	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
